County FIPS,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
01003,228.562486500317,3.759,5.51916686484493,3.87776078449189,5.30235626711714,890.448701444385,5.7324204,5.7324204,5.7324204,5.7324204,81.0290779579054,5.7324204,5.7324204,5.7324204,5.7324204,379.606937919573,5.94700995,5.94700995,5.94700995,5.94700995,124.986206658806,5.94700995,5.94700995,5.94700995,5.94700995,394.434006966582,6.3651084,6.3651084,6.3651084,6.6053484,173.827170160558,6.3891324,6.3891324,7.0913724,12.9643164,407.84055673911,7.5180042,7.5180042,108.4927242,17.6154762,239.384832771064,17.6154762,17.6154762,17.6154762,17.6154762,436.15724404108,18.09065685,18.09065685,93.19337685,25.60092885,309.060865995963,25.60092885,25.60092885,25.60092885,25.60297635,461.50667423375,26.2415055,26.2415055,26.2415055,26.2415055,369.337134780913,26.2415055,26.242188,26.24225625,27.51876855,472.465911485298,27.0890655,27.0890655,27.0890655,27.0890655,436.645103852874,27.08940675,27.09280665,27.09165795,27.1070604,485.651776831794,27.72889665,27.72889665,27.72889665,27.72889665,510.251159668722,27.7309179,27.73467375,27.742806,27.7426002,503.655335924829,28.61037795,28.61037795,28.61037795,28.61037795,582.608533556803,28.6264878063864,28.6467235566903,28.6441652748327,28.6872020617809,504.520634135661,29.6958191111616,29.691429283647,29.698178389052,29.6929536137902,583.671789247453
01097,54.15339225311,0.021,0.305699335270347,0.061678781156941,1.10332000283822,2435.66963962227,1.43766105,1.43766105,1.43766105,1.43766105,1.43766105,1.43766105,1.43766105,1.43766105,1.43766105,91.94490704745,1.6301355,1.6301355,1.6301355,1.6301355,1.6301355,1.6301355,1.6301355,1.6301355,1.6301355,94.9166562171,1.88161785,1.88161785,1.88161785,1.88161785,1.88161785,1.88161785,1.88161785,1.88161785,1.88161785,97.5242510287,2.2171653,2.2171653,2.2171653,2.2171653,2.2171653,2.2171653,2.2171653,2.2171653,2.2171653,98.8642868193579,2.5621344,2.5621344,2.5621344,2.5621344,2.5621344,2.5621344,2.5621344,2.5621344,2.5621344,100.056570778079,3.026583,3.026583,3.026583,3.026583,3.026583,3.026583,3.026583,3.026583,3.026583,98.6834362513435,3.4253373,3.4253373,3.4253373,3.4253373,3.4253373,3.4253373,3.4253373,3.4253373,3.4253373,96.4836987947,3.87038715,3.87038715,3.87038715,3.87038715,3.87038715,3.87038715,3.87038715,3.87038715,3.87038715,93.5258295680277,4.32697125,4.32697125,4.32697125,4.32697125,4.32697125,4.32697125,4.32697125,4.32697125,4.32697125,87.3754222573,4.7161191,4.7161191,4.7161191,4.7161191,4.7161191
06001,212.889399006948,6.83476336352802,6.83476336352802,6.83476336352802,8.57244932043727,8.1222343597611,6.94105828364509,8.86387453527075,7.00965783624105,7.00965783624105,9.48868326724569,7.08916431059022,7.18798445225981,8.58364532460446,7.95259313948687,8.16553213410545,7.29999355414547,8.31476566108872,8.84619521616833,7.30486339904376,9.42297672242251,7.37517160259648,9.09652844597888,8.56485308747136,8.33444159449375,8.51998757645051,8.2331350181857,7.63260919538616,9.69132168814938,7.74043608269934,9.29512679454212,7.82503563434724,9.16895194696168,9.40140293616848,7.88882424410003,10.2658430611808,9.74438167480033,8.10403094830382,10.3121966033311,8.78928843942472,10.4478830623589,8.20896601473587,8.94272315082752,10.8335523203126,10.2194458101883,10.4671466543171,10.2795501954891,9.32857419147004,11.1742311686785,10.2765065628533,12.429715899802,8.93640556179919,10.1263900326533,11.0935623030984,10.4979433953352,11.557698379737,11.0619327601732,10.2756956068496,11.5464212482319,11.5798269917698,13.2661523944219,12.6450460195616,13.3007677752379,11.6818584474456,11.2188273011439,12.4078467578313,13.8853113133737,12.249188881025,12.6712770308849,11.5989517927672,15.0023588693365,11.4981331617651,12.9377330962856,12.7558673204651,12.4098218853221,15.2004003996363,11.9835940775464,12.5987301257801,13.0818161846864,12.7304936642161,15.3589372963796,13.0902992313353,12.7074561233446,13.5889844770584,14.3546323814616,14.3780917268503,13.0972216122108,13.0654608635047,14.1544638602485,12.7326796361942,14.1773332058306,13.0052485618795,13.7651796068428,14.3253649749378,13.9316763017613,14.0209722962597,14.3398779180591,13.1084060220945,15.6016003904178,13.0185249370381,13.2227718570795
06013,344.348200741465,5.5592243221231,5.5592243221231,5.5592243221231,6.07123492313998,5.93349998427741,5.58048330614651,6.45857616264074,5.60542859799959,5.60542859799959,6.89191021528392,5.64171024308315,5.72632675131686,6.92115991211519,6.20949975012919,6.53265346819528,5.83408442786131,6.67501371995817,7.59482434393635,5.80527946521214,7.97205270227666,5.85626882605915,6.40332123746403,7.17507754076592,6.19763195357269,7.09503690790135,7.13935815335192,6.05307327325075,7.10135667646654,6.07257682304994,7.56197114412539,6.12114799177195,7.06189139833722,7.8687464776282,6.23361242020592,7.9914383285654,7.63660690314033,6.36015815883078,7.96585929703298,7.45301805472482,8.43888769575444,6.47149760306188,8.56870748804667,8.97835091902216,7.52662967282949,9.28756508632144,8.07110189245946,7.95010677984996,8.94648255281671,7.61770461338337,10.257521942937,6.95764163998516,8.16178552196259,9.11525862528237,8.82722072588316,10.8826635951805,8.87898249676164,8.7855602618479,10.1649362872515,8.30902278969957,10.1571435029963,8.48922659060394,9.35036742029788,8.89190455863545,9.83725775197922,8.78199258117163,9.94081374607159,13.09370174924,9.77294716806772,9.74410425306948,10.8581638835588,8.37534438771142,8.87187112188529,9.79214410305651,8.62142019871533,11.4190512226945,8.87363703592414,9.74422879942317,10.4765098186171,9.08254610319655,11.6329533008448,9.39312774379247,9.50274697827508,9.60213299867315,10.4795191489693,11.1824727520245,9.27464883576661,9.35010658234279,10.667477974629,9.47237064747893,11.5710985630654,9.50026017617401,10.5327752540506,10.3999155439101,9.93110494243307,10.6550246156709,10.2737125082219,10.2722717163144,12.0639539042658,9.44776803970462,10.6117592228127
06015,32.4117799024031,0.050872173984081,0.050872173984081,0.050872173984081,0.050872173984081,0.050872173984081,0.050872173984081,0.050872173984081,0.050872173984081,0.050872173984081,0.103271302891824,0.050872173984081,0.050899692894986,0.050872173984081,0.052076491156873,0.062715816112737,0.051298701201826,0.062103373990453,0.050882089701711,0.050872173984081,0.2343658083369,0.050872173984081,0.051181862788925,0.240331670078636,0.051025391710215,0.179950190846551,0.05094686755707,0.050878381640837,0.051413478020541,0.05090332108811,0.205380462894405,0.051898061164912,0.051127241527813,0.050985168431699,0.120889510577319,0.0598660547371,0.05103869032411,0.051837871280476,0.052062249549402,0.079777674672651,0.055171908101335,0.051619371547279,0.090071644911059,0.06704479813239,0.054615742630842,0.076432979315456,0.439601671273957,0.066193125016079,0.070376278234999,0.06827584539383,0.139606917036522,0.0664480750283,0.079838422044503,0.074568454827135,0.109618846932006,0.109798682997257,0.136275485712835,0.074358668492484,0.113177101082013,0.08570283613654,0.082927283486263,0.071748919446146,0.071629115839344,0.326626229195699,0.075241345991581,0.267321318638627,0.101525726690132,0.106011983027741,0.073939072254055,0.765188768424207,0.128307109681812,0.476838329154402,0.190462280111641,0.1729145168844,0.178706413313629,0.197030346077611,0.186074266169364,0.620156692540274,0.16527509416908,0.187461423129769,0.161618613753282,0.167476350282896,0.161415830562987,0.400855266531364,0.16705500819114,0.18117615717025,0.193554693286794,0.704184463687976,0.162201738363947,0.194710937576656,0.219764624623769,0.172976783035345,0.29775962394591,0.173700500654525,0.261295444300129,0.200582662986602,0.850399888181921,0.541612194931562,0.216299557388373,0.177203908721227,0.221611624450103
06023,129.179460188392,1.38148456543178,3.04476200468223,1.44078689903572,1.66842251379205,1.4520775389125,1.97895661366041,1.4492586280508,1.65129997228251,1.45842170213945,1.91396224269377,1.45391760313375,2.2331277666716,2.40001113477255,2.16334516914676,1.85482737625465,1.84341457073017,1.73774424951017,1.67106213802364,1.96110893004368,1.91062058521935,1.49070345849931,1.68733930401287,1.5622741101068,1.55426875978211,1.80558832808152,1.54342279332063,1.68786169856891,1.86510860814019,1.67888025259332,1.8737355181056,1.80727837962312,1.87134209452646,2.0779247871556,1.6384422228801,2.25336679574135,1.7771506945122,1.93628706260212,1.7710106091698,2.09097085922315,1.86130389258247,1.81711155073171,2.01324890986905,1.96452112120679,2.12849865356665,1.99058352663057,1.9799908452357,1.64684748051803,1.95315034134727,2.04676617577643,2.30503900206511,1.84177254098768,1.67659807805773,2.03964309934689,2.01522271082147,2.32081589210162,1.926790920089,1.75790429819431,2.22254598482239,1.88975616335324,2.48781496904698,1.82240054987276,2.17055667156325,2.23442232614183,2.00494696489416,3.30949223618764,2.16189991593915,1.82240837889682,2.09348509118751,2.18688447163847,2.36775176089322,1.83126056124974,2.63771486355873,1.96778008908539,1.99617582482653,2.37001081110429,2.38813657619434,1.86171559216068,3.11715872809382,2.41828544199404,2.33555861599859,2.00964635887174,2.95999268176464,2.21819454575122,2.2397842883174,2.16452737849778,2.83369290378149,2.66015100203945,2.16143198727925,2.94468629224097,3.02528250508258,2.37148733488369,2.82105971550071,3.15530694347756,2.0925584979193,2.52438388964332,2.79872995590655,2.5542872946175,3.04938092833641,3.7486165091213,2.35323421171628
06037,225.281973515233,8.1375,8.1375,8.1375,8.90754375,141.552028319122,8.86816035,9.0221691,8.8743207,8.8743207,69.9921778439326,8.87866035,8.87866035,8.87866035,8.87866035,69.2017789015506,8.947848,8.947848,8.947848,8.94818925,109.304662834635,8.94786165,8.95809915,8.94827115,9.19906365,69.5261472992482,9.00704175,9.00638655,9.00638655,9.0087228,163.81198956212,9.0302247,9.0125238,9.02114745,9.02118945,69.7682435476096,9.3603174,9.0839742,9.08499795,9.0847386,234.763361851187,9.20450055,9.2078616,9.2058057,19.7302329,70.538863857802,10.49970915,10.4680422,10.3148367,10.31267475,306.860898197332,10.31347905,173.6809872,26.7747781100346,26.6624169031488,87.4390952585139,27.1372596534983,26.7230559045063,26.8718365615436,26.8826039538804,410.166364207626,26.7493180717516,26.9002017536863,26.9040729464978,26.7579765117756,86.7720600503458,27.2261424946278,26.8499463091447,26.9125919024959,27.1039576989885,494.784430640118,26.9413465507644,26.9374412117265,26.9203884188875,27.0612024346416,86.8338209876952,27.0105621976898,26.9611208158932,148.478789831136,39.2935685900711,596.965923182265,39.121349307951,39.1388031721968,39.1410469253678,39.4095171001468,99.2734602212846,39.3835500861652,40.433470617108,40.8213671336273,40.048967668228,695.254042856952,40.2570523133742,39.8598064532981,40.649656775902,39.9621081718929,101.106405784735,40.0942348679414,39.7877385499178,40.6517874873601,40.8013045926741,694.339318036554
06041,157.535268166452,3.99668899640207,3.99668899640207,4.35235980998326,4.25459257887885,4.32276702455333,4.01355481137705,4.23756086194506,4.72332494219268,4.03042062635203,4.84722976450155,4.05167961037544,4.51940383262061,4.29002901010717,4.55110557906348,4.46207885311811,4.72166263240404,4.14131599061177,4.73601815235499,4.15339779245095,4.78515099952259,4.15459501664475,4.68739668698563,4.18838579649456,4.29734555033497,4.46866981261503,4.45623666595306,4.19993977992632,4.23011150946332,4.69135988401576,4.96351142107765,4.25955213124149,5.17927417438137,4.69064111040655,4.61166285133046,4.74167726278253,5.35301959534291,4.32837434742652,5.00455240994015,4.67249542994693,5.18269254361599,4.72721359940657,4.91576045777696,4.95761413902338,5.33332309861969,4.81295753459575,5.11954471658999,4.52827595094607,5.20832468858949,4.53888145445963,5.55993908355252,4.8932147691665,5.19789953711358,5.06747747458254,5.58565497035642,5.04347286664638,5.18260562957645,4.74358555248557,5.23383694191988,4.70615314492304,5.48070225191534,5.13491228730053,5.55044171123299,5.29322760879074,5.22712549946473,5.09985804613333,5.92955422951188,5.02147827441081,4.8764501730272,5.17859330735783,6.50158412272542,5.25202167138424,7.26899900969718,5.02908201623832,5.43109450410979,5.70174827107142,5.22859268347241,6.24937700015867,5.29456299108272,5.78178892582444,6.20131862215045,5.24922921316,5.42622078378329,5.66572900953668,5.38091845306839,5.75591248508191,5.51536918668345,5.4653288010541,5.80281460813006,5.29156634300425,6.42284927848311,5.73359464691628,6.69298522827952,5.61357996599638,5.94903976588887,5.50990707247439,6.16342924613688,5.91448121661013,6.16732025122825,5.72486052032464,5.67153945918955
06045,7.13205426248912,0,0,0,0,0,0,0.000324330723902,0,0,0.112799427629333,0,0.000148423260582,0.067680019546797,0.080997387291222,0.002233893894445,0,0.048267722544404,0.000201858165734,4.57581401889377E-07,0.001714691184044,0,1.85096119940906E-05,0.016458753041125,0.001759974857159,0.254129267569197,0.000181296520356,0,0.000174470676999,0.000217139042829,0.199950938695998,0.00017074327709,0.000531327515811,0.003025254806056,0.001697977052934,0.018035080254057,0.001753164028974,0.006475808452337,0.011646282908241,0.004111566380811,0.003788403589884,0,0.229493913207563,0.002572340301995,0.067767352608183,0.19670038964954,0.061483505514423,0.002417709674348,0.006706315210173,0.002935643067645,0.018712263870634,0.001240967348967,0.013870528167854,0.000951601185748,0.042300664182087,0.023364740776445,0.194443056739073,0.02921715186508,0.118818991196454,0.007959861217457,0.057616600839732,0.01005175357388,0.270328042184287,0.171734516526893,0.006423951147782,0.263908279801496,0.00641550860247,0.004753051162294,0.000548942146076,0.010789553690638,0.456581030320643,0.034019376356671,0.218705817463387,0.228151224230602,0.001893146657459,0.114275068831311,0.001014471792774,0.049240813031817,0.00370429391387,0.012675216951535,0.094373635133854,0.055844631120561,0.066260288046625,0.053128532349325,0.057453240938994,0.099717020003656,0.004641100722669,0.007004983667827,0.00716465164548,0.020417516826098,0.207713372226148,0.493134452868521,0.011830560219883,0.981736762588068,0.416773888216931,0.154403471091751,0.050818905537232,0.049063778938233,0.116462670560288,0.035042247447803,0.037275404157599
06053,114.349141648277,1.8165,1.8165,1.8205504830533,1.9234974013513,37.7891643563565,1.8165,1.8165,1.8165,1.8165,4.96901695139382,1.8165,1.8165,1.8165,1.8165,9.28948470771461,1.83930861606007,1.8165,2.17868849804285,1.8165,7.19235903575134,1.8165,2.09397577930723,1.81789091639578,1.8166365,8.8676604068186,1.8412065,1.82765566862562,2.396499,1.880151,10.3763325813809,1.90885065,1.90953315,2.3366364,1.9516308,8.1889406605332,1.97717415,1.9757199,1.97573355,1.99388595,13.5164860384842,1.9887189,1.9903863,2.4874311,2.03870835,6.811363506719,2.07767385,2.0681871,2.06820075,2.06787315,24.7685622409388,2.85376455,2.8443072,2.84469045,3.09846285,6.83519495418616,2.87083627558746,2.86181050805287,2.86389982247558,2.87242556480748,21.9365958600946,2.87333265157497,3.21992123122837,2.90278105514705,2.8956076383531,6.80936300008356,2.91022296158541,2.89784711669885,2.92219816173447,3.0500883193247,26.4178691337891,2.96305949734359,8.71750546140947,3.51902643404623,3.67797803215903,6.66478325078798,3.69709920673246,3.55631695749115,3.56420844681891,3.54728493447732,31.4764193358656,3.55244548202764,3.97249613841187,3.72526540135684,3.78741529919848,6.14149187442437,3.91046922771643,3.69092707343902,3.67631350310381,3.67318798893183,36.5108436194352,4.58460610268581,4.46039952960523,4.08546798450788,4.26939078854594,6.38258563833629,4.19411535546937,4.22615459104788,4.8010969439153,3.88308154589448,36.8833381218101
