crop	region	model	rcp	2005	2010	2015	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100	2105	2110	2115
rice	SouthernGreatPlains	Avg5GCMs	rcp85	-0.950219404887487	-4.08051882591307	-6.69731983154275	-10.7740823624396	-10.8995158980461	-13.0504461201357	-14.6617552701628	-15.9718926622121	-15.6651317164045	-16.4321145018348	-15.6798449012566	-17.4130707012751	-17.3790852860503	-17.3060210566467	-18.875886085004	-20.0489314442021	-23.6728678109233	-23.4796653021441	-25.1744019462495	-26.7834111749745	-28.3106026913575	-29.7596902353477	-31.1342014100558
rice	Midwest	Avg5GCMs	rcp85	-0.164502784338305	-1.32877368109722	-2.20408903133181	-3.95026035527491	-5.03081549703245	-6.81450584564003	-8.14676266137521	-9.76761345256503	-10.2555656634757	-12.0336155033961	-11.9862979027432	-13.1890038042098	-14.0698511918106	-15.15634815148	-17.4136724966386	-18.8739977852567	-21.6227936330709	-21.5282307459789	-22.8211908126237	-24.0651972896496	-25.2620956691254	-26.4136532395489	-27.5215625331711
rice	Southeast	Avg5GCMs	rcp85	0.148740518082424	-1.35145462350028	-2.43436830775068	-4.46481834807027	-5.23942776236769	-7.23313873341115	-9.16820230121749	-10.861365510065	-11.5412284749367	-13.2665612673572	-13.9761682274484	-15.5735381761118	-16.8279983004593	-18.0082032353933	-20.5418628980159	-22.4610755330515	-25.3469039229596	-25.6796951459295	-26.8668992858934	-28.0122053637342	-29.1170189443126	-30.1826915909868	-31.2105230378855
rice	Southwest	Avg5GCMs	rcp85	5.7218226827966	8.04205441046835	12.4366535243518	17.3235611016654	19.9928830383841	23.5577414319819	26.1621840593651	31.4830043577675	33.3592925381064	34.4720222550931	37.6261342112083	40.4510991609828	44.6643454249988	47.7907276638156	51.3554302024376	57.5374302868487	59.2257511321462	60.7009808202998	61.1663855978034	61.6481966246307	62.1465154549407	62.661446055885	63.1930948305919

